prop_exp,prev_ne,risk,SE_ratio,power,sample_size,SE_AUB,SE_A_e,SE_B_given_A_e,SE_A_int_B_e,SE_B_e,SE_A_given_B_e,SE_B_given_not_A_e,SE_A_ne,SE_B_given_A_ne,SE_A_int_B_ne,SE_B_ne,SE_A_given_B_ne,SE_B_given_not_A_ne,SP_A_e,SP_B_e,SP_A_ne,SP_B_ne
0.2,0.01,2,1,0.046,100_100_50,0.7,0.5,0.4,0.2,0.4,0.5,0.4,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1,0.0610000000000001,100_100_50,0.7,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1,0.039,300_300_150,0.7,0.5,0.4,0.2,0.4,0.5,0.4,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1,0.034,300_300_150,0.7,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1.2,0.196,100_100_50,0.7,0.6,0.333333333333333,0.2,0.3,0.666666666666667,0.25,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1.2,0.136,100_100_50,0.7,0.6,0.666666666666667,0.4,0.5,0.8,0.25,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1.2,0.495,300_300_150,0.7,0.6,0.333333333333333,0.2,0.3,0.666666666666667,0.25,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1.2,0.329,300_300_150,0.7,0.6,0.666666666666667,0.4,0.5,0.8,0.25,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1.4,0.61,100_100_50,0.7,0.7,0.285714285714286,0.2,0.2,1,0,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1.4,0.417,100_100_50,0.7,0.7,0.571428571428572,0.4,0.4,1,0,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1.4,0.962,300_300_150,0.7,0.7,0.285714285714286,0.2,0.2,1,0,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,2,1.4,0.843,300_300_150,0.7,0.7,0.571428571428572,0.4,0.4,1,0,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.6,1,100_100_50,0.7,0.3,0.666666666666667,0.2,0.6,0.333333333333333,0.571428571428571,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.6,1,100_100_50,0.7,0.3,1.33333333333333,0.4,0.8,0.5,0.571428571428572,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.6,1,300_300_150,0.7,0.3,0.666666666666667,0.2,0.6,0.333333333333333,0.571428571428571,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.6,1,300_300_150,0.7,0.3,1.33333333333333,0.4,0.8,0.5,0.571428571428572,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.8,0.934,100_100_50,0.7,0.4,0.5,0.2,0.5,0.4,0.5,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.8,0.849,100_100_50,0.7,0.4,1,0.4,0.7,0.571428571428572,0.5,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.8,1,300_300_150,0.7,0.4,0.5,0.2,0.5,0.4,0.5,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.8,1,300_300_150,0.7,0.4,1,0.4,0.7,0.571428571428572,0.5,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1,0.0580000000000001,100_100_50,0.7,0.5,0.4,0.2,0.4,0.5,0.4,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1,0.0510000000000001,100_100_50,0.7,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1,0.0520000000000001,300_300_150,0.7,0.5,0.4,0.2,0.4,0.5,0.4,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1,0.045,300_300_150,0.7,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1.2,0.912,100_100_50,0.7,0.6,0.333333333333333,0.2,0.3,0.666666666666667,0.25,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1.2,0.785,100_100_50,0.7,0.6,0.666666666666667,0.4,0.5,0.8,0.25,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
