PPV,algorithm,prop_exp,pi_ne,risk,SE_exposed,comb
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
,C_e,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9375,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.823529411764706,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.909090909090909,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.714285714285714,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.555555555555556,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.636363636363636,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8125,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.583333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.642857142857143,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.933333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.857142857142857,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.875,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.545454545454545,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.95,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6875,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.857142857142857,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.454545454545455,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.875,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.7,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.866666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.944444444444444,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.545454545454545,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.636363636363636,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.916666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.846153846153846,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.923076923076923,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.916666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8125,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.846153846153846,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.769230769230769,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.7,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.928571428571429,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.785714285714286,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.611111111111111,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.933333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.714285714285714,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.727272727272727,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.625,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.733333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.611111111111111,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.846153846153846,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.7,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.714285714285714,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.866666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.727272727272727,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.7,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.944444444444444,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8125,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.923076923076923,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.909090909090909,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.882352941176471,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.857142857142857,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.916666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.882352941176471,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.736842105263158,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.785714285714286,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.692307692307692,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.727272727272727,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.909090909090909,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.882352941176471,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.944444444444444,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.642857142857143,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.875,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.733333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.875,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.846153846153846,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.615384615384615,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.5,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.769230769230769,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.857142857142857,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.615384615384615,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.916666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.866666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8125,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.785714285714286,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.909090909090909,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.444444444444444,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.727272727272727,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.636363636363636,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.785714285714286,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.625,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.642857142857143,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.571428571428571,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.583333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.846153846153846,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8125,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.714285714285714,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.636363636363636,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.875,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.538461538461538,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.857142857142857,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.923076923076923,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.615384615384615,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.866666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.714285714285714,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.538461538461538,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.647058823529412,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.916666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.846153846153846,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.909090909090909,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.947368421052632,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.909090909090909,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.846153846153846,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6875,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.916666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.555555555555556,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.857142857142857,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.5,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.642857142857143,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.384615384615385,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.785714285714286,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.857142857142857,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.933333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.782608695652174,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.5,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.823529411764706,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.7,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.636363636363636,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.714285714285714,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.846153846153846,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.846153846153846,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8125,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.823529411764706,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.909090909090909,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.875,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.85,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.785714285714286,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.923076923076923,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.916666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.875,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.7,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.785714285714286,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.636363636363636,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.692307692307692,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.888888888888889,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.692307692307692,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.875,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.857142857142857,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.636363636363636,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.583333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.714285714285714,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.75,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.714285714285714,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.692307692307692,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.714285714285714,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.8,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.764705882352941,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.857142857142857,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.7,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.818181818181818,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.833333333333333,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.785714285714286,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.823529411764706,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.785714285714286,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.823529411764706,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.6,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
1,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.727272727272727,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.727272727272727,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.714285714285714,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.909090909090909,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.9,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.866666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.5,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.777777777777778,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.7,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.727272727272727,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.666666666666667,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.857142857142857,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.7,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.785714285714286,C_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
